frame,theta_ab_deg,delta_deg,kappa,kappa_2d,kappa_ratio_abs,separation_A,J_cm,J_pda_cm,shift_1pa_cm
944,100.4123659,39.79381705,1.530618536,-1.590365711,0.9624318013,24.70834007,32.77830656,27.74528996,-5.924069928
945,102.2060786,38.89696068,1.575280547,-1.605714246,0.9810466281,24.512779,34.54786317,29.24376398,-7.304402597
946,102.4960979,38.75195106,1.534043306,-1.608186561,0.9538963594,24.58589596,33.50921858,28.22490645,-7.250494274
947,104.8077422,37.59612892,1.533819473,-1.627788199,0.9422721417,24.82960186,32.6839634,27.397945,-8.353249658
948,102.4396714,38.78016429,1.530190076,-1.60770576,0.9517849059,24.7312024,32.84798793,27.66067002,-7.075835019
949,104.4301365,37.78493175,1.536045502,-1.624599655,0.9454917079,24.46157641,34.24964609,28.6948373,-8.534988153
950,105.3023401,37.34882995,1.557006179,-1.631956222,0.9540734962,24.65789532,34.14637392,28.39718771,-9.011653015
951,102.3075143,38.84624283,1.510533376,-1.606579262,0.9402171504,24.55800049,33.57363392,27.88716229,-7.156506246
952,99.91356619,40.04321691,1.520624239,-1.586081172,0.9587304013,24.58748348,33.30215036,27.97258969,-5.733376279
953,102.2069103,38.89654483,1.571828871,-1.60572134,0.9788926832,24.56212744,34.12470562,29.00416254,-7.215419184
954,104.5343238,37.73283809,1.509154751,-1.625479971,0.9284363867,24.29732338,34.80894017,28.7681201,-8.735649576
955,99.19347914,40.40326043,1.51007777,-1.57988442,0.9558153436,24.54141681,33.19917253,27.93530579,-5.304193291
956,98.66481596,40.66759202,1.516962368,-1.57532689,0.9629508499,24.72191158,32.53270777,27.45248549,-4.901175401
957,105.7388761,37.13056197,1.55823076,-1.635626792,0.9526811171,24.55593543,34.58433448,28.77500014,-9.381124704
958,101.8044053,39.09779737,1.51947222,-1.602285656,0.9483154356,24.37205063,34.49854306,28.69918469,-7.057412243
959,100.6980882,39.6509559,1.555361243,-1.592816914,0.9764846348,24.84659416,32.73836013,27.7257743,-6.077347116
960,97.08091126,41.45954437,1.489818243,-1.561635432,0.954011553,24.42409807,33.17333511,27.95958317,-4.089305657
961,102.3933988,38.80330061,1.580962462,-1.6073114,0.9836068241,24.9482156,32.70695265,27.83915841,-7.019657767
962,104.573804,37.71309799,1.56040792,-1.625813445,0.9597705847,24.66063845,33.99420688,28.44973384,-8.553856531
963,100.6185089,39.69074556,1.499548293,-1.592134435,0.9418477866,24.29398267,34.30683811,28.59679187,-6.321682268
964,103.9123074,38.0438463,1.547714412,-1.620218276,0.9552505579,24.47892089,34.26571348,28.85140917,-8.238729979
965,104.1111362,37.94443191,1.575190374,-1.621901757,0.9711996225,24.26967882,35.79745273,30.12964205,-8.72754478
966,101.0970959,39.45145206,1.537860994,-1.596236114,0.9634295204,24.73124993,33.04693886,27.79917402,-6.360617948
967,101.8729218,39.0635391,1.538209339,-1.602870858,0.959658934,24.46712679,34.35252989,28.71570849,-7.067748422
968,99.77351944,40.11324028,1.492482875,-1.584877026,0.9417026371,24.95278589,31.48022562,26.26668381,-5.343895858
969,103.7494814,38.12525928,1.539985622,-1.618838551,0.9512904304,24.43544795,34.63315427,28.86082629,-8.231507713
970,105.0413026,37.47934869,1.556851773,-1.629757641,0.9552658223,24.05044561,36.64227734,30.60066699,-9.509230917
971,105.4594623,37.27026886,1.581894822,-1.633278262,0.9685396898,24.2201471,35.99567719,30.44389984,-9.594882618
972,102.913033,38.54348351,1.541143415,-1.611735919,0.9562009487,24.31955372,34.92514352,29.29741221,-7.804786006
973,100.118182,39.94090899,1.546995867,-1.587839568,0.9742771866,24.56439485,33.62875131,28.53802762,-5.907869959
974,101.3276673,39.33616637,1.518105506,-1.598209823,0.9498787236,24.75788679,32.9323492,27.35358457,-6.468560348
975,105.0093139,37.49534305,1.522174804,-1.62948803,0.9341429798,23.95378748,36.56753779,30.28272566,-9.470116893
976,103.712917,38.14354152,1.590099805,-1.618528585,0.9824354167,24.03110704,36.44205775,31.3296873,-8.63885106
977,100.7440222,39.62798891,1.521016409,-1.593210767,0.9546862481,24.37398973,33.99710975,28.72149472,-6.337793327
978,99.1720617,40.41396915,1.529846141,-1.579699913,0.9684409861,24.49434572,33.62884792,28.46447874,-5.360432503
979,99.72757653,40.13621173,1.526891836,-1.58448189,0.9636537002,23.90193417,36.17757199,30.57469582,-6.112699329
980,104.6560497,37.67197516,1.592984198,-1.62650795,0.9793891248,24.13234261,36.72834724,30.99317228,-9.292855849
981,101.2813712,39.35931442,1.525196113,-1.597813651,0.9545519355,24.43172074,34.14260947,28.59674039,-6.679226575
982,102.7421283,38.62893583,1.543414629,-1.610281717,0.9584749133,24.0826116,35.96308283,30.21515856,-7.932141049
983,103.2582569,38.37087155,1.528886381,-1.614670331,0.946872158,24.53975797,33.8809131,28.28898702,-7.770271047
984,100.0169532,39.99152341,1.516313807,-1.586969782,0.955477429,24.63112788,32.80393535,27.74528576,-5.7059022
985,100.4400782,39.77996092,1.523916842,-1.590603553,0.9580745874,24.51278308,33.5366516,28.29022573,-6.077079549
986,101.1270026,39.43649871,1.522712516,-1.596492206,0.9537863764,24.47013008,34.16975552,28.41594433,-6.594230202
987,100.0988902,39.9505549,1.515620747,-1.587673828,0.9546172016,24.20522258,34.65828061,29.22242885,-6.07724829
988,99.71632496,40.14183752,1.539570623,-1.584385112,0.9717149017,24.57085261,33.38633343,28.37866392,-5.634618959
989,102.8611791,38.56941043,1.550786931,-1.611294807,0.9624476691,24.47102853,34.4004079,28.93666471,-7.657173502
990,99.47176585,40.26411707,1.537154308,-1.582280783,0.9714801098,24.47095919,33.65472269,28.68253273,-5.53827384
991,98.42461839,40.78769081,1.502809062,-1.573254039,0.9552233939,23.75362989,36.35926286,30.65962643,-5.326925704
992,99.28651328,40.35674336,1.526229256,-1.580685761,0.9655488098,24.39830213,33.63070617,28.73385984,-5.427038272
993,100.5358087,39.73209563,1.523633738,-1.591425003,0.9574021621,24.5000765,33.74179572,28.32900162,-6.169687516
994,98.7579975,40.62100125,1.49721816,-1.576130671,0.9499327605,24.48633454,33.18747841,27.88475029,-5.053170028
995,101.8918795,39.05406023,1.53745982,-1.60303275,0.9590944537,23.72346574,37.51774291,31.48635437,-7.731112465
996,102.4445423,38.77772885,1.520020218,-1.607747268,0.9454348007,24.18213496,35.16568373,29.39127677,-7.578012727
997,100.622706,39.68864702,1.505194277,-1.592170434,0.9453725838,23.96616005,35.61506041,29.89855521,-6.565311121
998,99.25420896,40.37289552,1.505164094,-1.580407535,0.9523898489,24.35517603,33.87210556,28.48807084,-5.447145029
999,102.3129282,38.84353591,1.537724872,-1.60662542,0.9571147402,24.38781488,34.46376296,28.98764801,-7.349426422
